Type	Kimura	Genome_percent
LINE/L2	24	0.000642916666667
LINE/CR1	24	0.00417108333333
LINE/RTE	24	0.06562375
LINE	24	0.0067435
LINE/L1	24	0
LTR	24	0.00689275
LTR/Gypsy	24	0.0807586666667
LTR/Copia	24	0.00130133333333
RC/Helitron	24	0.01016925
DNA/Transib	24	0
DNA/TcMar	24	0.0142928333333
DNA/Sola	24	0.000556416666667
DNA/PiggyBac	24	0.000292833333333
DNA/P	24	7.38333333333e-05
DNA	24	0.0304790833333
DNA/Maverick	24	0.212325583333
DNA/Kolobok	24	0.000563416666667
DNA/hAT	24	0.0805564166667
DNA/Harbinger	24	0.0070705
DNA/Ginger	24	0
DNA/Academ	24	0.00433741666667
Other	24	0.07842675
SINE	25	0.0319646666667
LINE/R2	25	0.00433758333333
LINE/Jockey-I	25	0.00604675
LINE/R1	25	0.00336275
LINE/LOA	25	0
LINE/L2	25	0.00064925
LINE/CR1	25	0.00488541666667
LINE/RTE	25	0.05365325
LINE	25	0.005715
LINE/L1	25	0
LTR	25	0.00695616666667
LTR/Gypsy	25	0.0865568333333
LTR/Copia	25	0.000985583333333
RC/Helitron	25	0.00936325
DNA/Transib	25	0
DNA/TcMar	25	0.01412025
DNA/Sola	25	0.000557666666667
DNA/PiggyBac	25	0.000234833333333
DNA/P	25	0.000145333333333
DNA	25	0.02739225
DNA/Maverick	25	0.19669775
DNA/Kolobok	25	0.000663916666667
DNA/hAT	25	0.0736011666667
DNA/Harbinger	25	0.00740633333333
DNA/Ginger	25	0
DNA/Academ	25	0.00513225
Other	25	0.0638096666667
SINE	26	0.0274914166667
LINE/R2	26	0.00406416666667
LINE/Jockey-I	26	0.00496433333333
LINE/R1	26	0.00403091666667
LINE/LOA	26	0
LINE/L2	26	0.000770583333333
LINE/CR1	26	0.00456133333333
LINE/RTE	26	0.0476535833333
LINE	26	0.00507925
LINE/L1	26	0
LTR	26	0.00643666666667
LTR/Gypsy	26	0.0953940833333
LTR/Copia	26	0.000952833333333
RC/Helitron	26	0.00842808333333
DNA/Transib	26	0
DNA/TcMar	26	0.0146980833333
DNA/Sola	26	0.000402916666667
DNA/PiggyBac	26	0.00053425
DNA/P	26	5.95e-05
DNA	26	0.0251119166667
DNA/Maverick	26	0.18311975
DNA/Kolobok	26	0.000719833333333
DNA/hAT	26	0.0686459166667
DNA/Harbinger	26	0.0067645
DNA/Ginger	26	0
DNA/Academ	26	0.008797
Other	26	0.0551523333333
SINE	27	0.0188039166667
LINE/R2	27	0.00370883333333
LINE/Jockey-I	27	0.00519041666667
LINE/R1	27	0.00537108333333
LINE/LOA	27	0
LINE/L2	27	0.00068175
LINE/CR1	27	0.00509341666667
LINE/RTE	27	0.04060725
LINE	27	0.00467683333333
LINE/L1	27	0
LTR	27	0.00500008333333
LTR/Gypsy	27	0.0983758333333
LTR/Copia	27	0.000892583333333
RC/Helitron	27	0.00738508333333
DNA/Transib	27	0
DNA/TcMar	27	0.0142268333333
DNA/Sola	27	0.000402166666667
DNA/PiggyBac	27	0.000434666666667
DNA/P	27	0.00012275
DNA	27	0.02168
DNA/Maverick	27	0.172736666667
DNA/Kolobok	27	0.0008145
DNA/hAT	27	0.0605194166667
DNA/Harbinger	27	0.00754225
DNA/Ginger	27	0
